GeneName	rank
LRSAM1	-0.332922048884356
SSR2	-0.332853175451792
CDHR2	-0.332666726157134
YME1L1	-0.332649572417992
RNF7	-0.332569340888435
RIMS1	-0.332330903225671
SPINT2	-0.332221023666799
LINC01409	-0.331807779982258
EFCAB15P	-0.331722945164704
ELAC2	-0.331484549035616
GPCPD1	-0.331221287954818
SETD9	-0.331215550046495
LRIG1	-0.331156686927268
RPL36AP37	-0.331141006675108
ZNF664	-0.330729616595833
RAB30	-0.330489271740934
BCYRN1	-0.330353581897187
PPP1R27	-0.330147697754789
EPB41	-0.330123530963076
TRIP11	-0.330066430755408
SMG7-AS1	-0.329988489484131
PTENP1	-0.329938690478844
TERF2IP	-0.329717376955222
CPLX1	-0.329701966911557
CILK1	-0.329662011095812
ADORA2B	-0.329551783173993
DCUN1D4	-0.329320157677017
TMEM138	-0.32927700740098
C22orf15	-0.329029499947196
SS18L2	-0.328634315819092
RAB39A	-0.328549707131093
MRPL4	-0.327889159938762
PLEKHA8P1	-0.327264322042786
GRIP2	-0.327151355744694
FKBP1A	-0.326965175873426
SFMBT2	-0.326858192261236
KCNMB2-AS1	-0.326829350883235
HINT1	-0.326604533684434
CSNK1E	-0.326187684198244
PPP4R2	-0.325916073101808
INTS12	-0.325876669029517
SNORD60	-0.325688187532802
IL17RB	-0.325390459759304
CALCA	-0.324892079651809
PTPN11	-0.324856359318381
TMEM135	-0.324761310383417
UBXN4	-0.324351968070998
IPO11	-0.324325053831904
MRPS28	-0.323852846776945
AIFM3	-0.323716394755057
PPIB	-0.323495590540551
BDNF	-0.323227312986065
MTFP1	-0.323154822203491
CD63-AS1	-0.323150714044933
CHMP1A	-0.322355509256482
RNF149	-0.322100632846766
WDR89	-0.321860379780634
HDAC2	-0.321851735375387
UTY	-0.321635824296928
SLC43A2	-0.321370017377854
RANBP1	-0.321261267250692
MEF2D	-0.321026454926143
ARSJ	-0.321025179218495
GABPB1	-0.3208938328526
BAMBI	-0.320848092959518
TCERG1	-0.320575455893116
TMEM9B-AS1	-0.320477464708122
PDIA5	-0.320431708168875
NTNG1	-0.320068275505284
TFG	-0.31994257882983
HAVCR1	-0.319882853348422
MIEN1	-0.319828716341027
DNASE2	-0.319275989853219
ANXA11	-0.319266561693712
SMG1P6	-0.318986885174863
RPL13P12	-0.318891427390027
RNF227	-0.318884242396468
MAP4K3	-0.318699037749564
RIOK2	-0.318682538785613
RARS1	-0.318255442847049
MAEA	-0.318142054346867
ANOS1	-0.317912915163794
RPS28P7	-0.317753394902985
NPRL2	-0.317362466398664
ST8SIA3	-0.317047523440924
ZNF300	-0.317045549825635
PCBD1	-0.316817888164967
FIGNL2	-0.316433005446317
KPNA1	-0.316203070913078
ARHGAP26	-0.316131626018111
RN7SL381P	-0.315781469360722
PIP4P2	-0.315737965370916
CUL3	-0.315591591655263
ANXA2R	-0.315441747125408
JTB-DT	-0.314765880323881
PIGV	-0.313970134908372
IGIP	-0.313875722498407
SPATA3-AS1	-0.313633520377923
DMGDH	-0.313589078775123
CNIH1	-0.313507236127163
MMP11	-0.313394461306365
POP1	-0.312917681375579
MINDY1	-0.312442251183594
ELOB	-0.312247900753322
CAPN5	-0.312181906768647
GMDS	-0.312177988526474
TMEM177	-0.311972794036112
GSTCD	-0.311728578811373
KLRG1	-0.311421054796744
PHLDA1	-0.311115771475894
LRRC31	-0.310991872724941
PAN3-AS1	-0.310644318522976
TBL2	-0.310270471960593
FLRT3	-0.310025018762002
FOXN3-AS1	-0.309992099058495
WNT2B	-0.309824675114971
LINC01106	-0.309780054217864
ANGEL1	-0.309735662363117
INO80	-0.309419398349016
DPH6	-0.309275312258267
MIDN	-0.309153763143915
SIX2	-0.308871669786982
NBEA	-0.307948374312894
THUMPD2	-0.307796902391539
LINC01619	-0.307299218455925
RNU5A-8P	-0.307273007734657
UNC5B	-0.307193801271535
TMEM186	-0.307129658786164
TNS1	-0.307112960121466
ATRAID	-0.306751089436118
TCF4	-0.306678691615195
COA6-AS1	-0.306677684792639
CEBPG	-0.306443220204038
TMEM229B	-0.306429854380299
RAP2C	-0.306107481560831
ETFB	-0.306105273217188
KDM5B	-0.305970029803165
GSPT1	-0.305771218047137
NFIC	-0.305554166906179
CAPZB	-0.305536481593497
SPTBN5	-0.305369322223044
LIMK2	-0.305347488208907
CCT6P1	-0.305149777664554
SRSF11	-0.305006721550015
FJX1	-0.304690658878375
ZNF506	-0.30463592393951
MFN1	-0.304512359038464
LINC01003	-0.304305086895121
NDUFB8	-0.30412380397228
ALG1	-0.304104658477294
BLTP2	-0.303903430012627
DUSP8	-0.303871646187414
EEF2K	-0.303539608508565
TMEM69	-0.303418640759638
PSMA2	-0.303375696655074
PTBP3	-0.303364113557801
CHD6	-0.303163146839678
ZNF140	-0.302920036752706
ACSF2	-0.302847498728004
PLEKHJ1	-0.302710716540006
SMIM4	-0.302488450291188
ERCC6L2-AS1	-0.302234755901499
RPL35P2	-0.302110780277087
TRDMT1	-0.300689208302926
PLCL1	-0.30051683960665
GRAMD1C	-0.300510121954957
EEF1A1P5	-0.300202944356
SLC27A2	-0.300010747362854
SPAG5-AS1	-0.299874134905975
ENOPH1	-0.299666559301655
MTFR1	-0.299623960648833
CHAC2	-0.299173548570932
STX18	-0.298988490474252
BCAR3	-0.298947477904915
BACH1	-0.297922364266716
FBXO22	-0.297406915515141
ABCA5	-0.297259943329181
AACS	-0.296882308032797
IGF1R	-0.296832013799133
FGD6	-0.296657233156483
PLEKHA7	-0.296490422488925
ZCCHC2	-0.296356441792394
SLC2A1-DT	-0.296037250641728
ZNF800	-0.29600686769944
TRIM46	-0.296004888856925
TMEM70	-0.295909726246495
NAGLU	-0.295822178702826
NCOA7	-0.295744246704372
CHD9	-0.29561096911936
ZNF586	-0.295508556871245
MYCBP2	-0.295428302514862
HNRNPAB	-0.295309774045644
FSIP1	-0.294877323303639
BIRC3	-0.294772126978301
PYY2	-0.29470714975254
ATG12	-0.294577935710241
COL5A1	-0.29449497051148
PEX26	-0.294220259584643
HOXB8	-0.293972254846776
WDR20	-0.293959157081113
MZT2B	-0.293628760399019
PSME3	-0.293198369854925
PDXDC1	-0.293032116332206
SAP30L-AS1	-0.292673221023556
PCDHAC2	-0.292666404571107
KBTBD7	-0.292091097702731
CHURC1	-0.29206371604298
HIVEP2	-0.291802010016786
MIR4458HG	-0.291778875070251
ISOC1	-0.291751455351386
NOTCH4	-0.291609209830665
ZNF512	-0.291576274635787
MAGEA12	-0.291502556410238
GALNT12	-0.291258069177555
STK17A	-0.29123115963718
HARS2	-0.291189651799884
VAMP8	-0.290939961460734
TLE6	-0.290853189205382
CCDC91	-0.290805383487954
PTTG1IP	-0.290278830952613
APEX2	-0.2901415153754
TENT5B	-0.289678826572408
KLHL18	-0.289584378003267
NAA35	-0.288965621077266
ARSG	-0.288945244377248
CBLB	-0.288559167655962
IGF2BP1	-0.28848243721491
UBA5	-0.288285798426393
ARHGEF17	-0.288082788646375
RNF14	-0.287916506365665
PCED1B	-0.287892767319148
RPL18AP3	-0.287843959864106
VMA21	-0.287728038643776
TEX264	-0.28770024407861
ANK2	-0.28767345379051
SNORD104	-0.287604638840813
SLC15A2	-0.287368197569987
REV3L	-0.287359216798127
COL6A3	-0.287048398502579
ACOT13	-0.286504760627513
CBR4	-0.286389081851254
EPCAM	-0.286368102221564
ANGPTL1	-0.286313480609152
EOLA1	-0.285930005170606
KNOP1	-0.285741805055532
ACY3	-0.285604434085512
NEK5	-0.285308072137904
LAMB1	-0.285165086175698
ZRANB3	-0.285016292404108
ERBB4	-0.284980391167639
NKX2-5	-0.284812863255385
FHOD3	-0.284489817946375
RPS3AP5	-0.283844857166474
RNF187	-0.283658794061916
HSCB	-0.283466742396822
PRDM10-DT	-0.283362753570377
BMP6	-0.283345335389823
MRPS2	-0.283104489651311
ADPGK	-0.28305011006947
GAN	-0.282818297397481
PSMD13	-0.282734927839767
SLC26A6	-0.282348326123737
RPS26	-0.282334724127229
NSUN5	-0.282330072521494
C2CD4D	-0.281994191812613
LINC02367	-0.281668907979807
RBM39	-0.281451344866093
TRMU	-0.281413586662824
ZNF468	-0.281391214322534
NDUFS4	-0.281324926300275
SNORA47	-0.28128247230601
MRS2	-0.281211588419081
ZC3HAV1L	-0.280983412343286
RLIM	-0.280551898850207
SNORA3B	-0.280274505987344
CACNA2D1-AS1	-0.280269448710872
PEX13	-0.280121918584889
CCDC6	-0.279889434246491
CISH	-0.279854531707907
RFT1	-0.279566952916674
ADAMTS3	-0.279554659883403
PDIA6	-0.279536539094529
DPH1	-0.278913893693161
KLHDC8A	-0.278820191285511
TMED9	-0.278818137481336
GNG4	-0.278745408535886
ANKRD13C	-0.278292778413891
ZNF667	-0.278012511443321
RN7SL262P	-0.277991968974081
SLC43A3	-0.277841409012269
MIPEP	-0.277737020825862
CYP4F26P	-0.277685268571565
GCK	-0.277646758877147
TMEM129	-0.277577036637587
ECT2L	-0.277517337482082
FAM86C2P	-0.277436416541866
NEPRO	-0.277418255788541
SCN3A	-0.277223572954795
NUBPL	-0.277115604104864
PHPT1	-0.277030136854874
RPS15	-0.276619595429826
ANGEL2	-0.27660880772623
RN7SL648P	-0.276352136009722
ZNF674-AS1	-0.276303963728448
CRYBA2	-0.276259885747688
TMPPE	-0.276225930665512
MAD2L1BP	-0.276076992013537
LINC02983	-0.276068648630931
SMIM30	-0.276054846131668
UBTF	-0.275926844549978
RAD1	-0.27573549285315
SLC25A39	-0.275634911688631
UBAC2	-0.275437934132582
HCN1	-0.275352529211327
ANKRD46	-0.274850297045431
SYT9-AS1	-0.27471292315504
PDE12	-0.274641890907747
DIP2C-AS1	-0.274527156408611
VSTM2L	-0.274066652296511
RN7SKP176	-0.27403226183367
FGGY	-0.274023675925707
HOXB9	-0.273946867841686
C1QL4	-0.273857390593852
FBXO38	-0.273660172398709
GDPD1	-0.273577124046391
MRPL44	-0.273531629336944
WASL-DT	-0.273505291354315
MMRN2	-0.272870263319948
DCAF17	-0.272786957051461
NANS	-0.272125734250142
PDE3B	-0.272011964403085
JDP2	-0.271806155272382
ZNF793-AS1	-0.271641087578918
DLGAP4	-0.271583974216285
LRFN4	-0.271540607875882
ATP1A3	-0.271535617891255
AKAP13	-0.271500057152812
NDUFB3	-0.27142806089315
PTER	-0.271335365062104
YTHDF2	-0.271049065420904
ZFC3H1	-0.270906422925811
FASN	-0.270649823977428
SCARNA22	-0.270622925971423
RHBDD1	-0.270562626922849
TANK	-0.270555481300496
PANTR1	-0.27022164050832
PRKAB2	-0.270163239667279
ENTPD6	-0.270099889221195
ENG	-0.270008086307642
FBRSL1	-0.269871930577392
ADAMTS19	-0.269768805978448
NDUFB7	-0.269764226292745
PCDH17	-0.269659302265381
MNX1-AS1	-0.269410733027952
MILIP	-0.269352367689287
WWP1	-0.269271321576363
HLA-DMB	-0.268959969154571
PARK7	-0.268878434365434
PATE3	-0.268731549173688
APPL1	-0.268392697750398
GOT1-DT	-0.268311982248216
RMI1	-0.268277107121576
MEF2C	-0.267912063905388
ARCN1	-0.267326243058545
ACTR3B	-0.267210873614339
PRTG	-0.267144689083641
SCN2A	-0.267015331965146
SDCBP2	-0.266829271786214
TRIM36-IT1	-0.266818834005783
SLC25A43	-0.266740051680017
LINC00504	-0.266678071435702
PSMC5	-0.266572077379933
ADCYAP1	-0.266547418809398
TMEM131L	-0.26653854036638
ZNF708	-0.266454124464435
GGCT	-0.266325825335211
OLFM3	-0.26588612719906
TGFBR3L	-0.265790974495868
TUBE1	-0.265782876809116
DPY19L2P4	-0.265745126288949
RIOK3	-0.26541325108569
AFAP1	-0.265276870365407
PDF	-0.265167939377469
RPP14	-0.265006953167142
FAM178B	-0.264986627977098
HACD2	-0.264747724680655
BCL10-AS1	-0.264377095122395
ZNF524	-0.264356966538469
COQ3	-0.264178936412506
BCO1	-0.264132255998029
PRRT3-AS1	-0.264025345483286
SSBP4	-0.263923480514366
LHX9	-0.263490784943677
RPF1	-0.26342410967297
TMED2-DT	-0.263353811317559
ZNNT1	-0.263260222119468
CLTRN	-0.263052101742972
NECAB3	-0.262912411261027
PSMG1	-0.262749435295846
ANO4	-0.262717718423409
UTP18	-0.262646720872808
MCAT	-0.262383494389697
TRAPPC2	-0.262317893912941
C1orf109	-0.262274556276894
NACC2	-0.262101485008597
ANKRD50	-0.261752218173946
OTULIN-DT	-0.261671640268614
ABCB6	-0.261661008325548
HSP90B1	-0.261209888391386
SPATA18	-0.261062207351626
LINC02939	-0.260999446619272
RPL4P4	-0.260833787700519
MAP9	-0.260680127974896
GASAL1	-0.260639026352805
ZNF525	-0.260617251546432
XPO6	-0.260358330508677
LACTB2	-0.260330617853649
PRRG2	-0.260324955128381
NQO2	-0.260225153390116
ACAA1	-0.260197885021356
SLC39A4	-0.260107885781695
OPLAH	-0.260071780877003
BTN3A2	-0.260022356124467
SEC11C	-0.260002334976396
TATDN3	-0.260000785762404
TASP1	-0.259869274514024
TRIM56	-0.259724245760571
SLC3A1	-0.259698443874168
RET	-0.259511332251176
RHOF	-0.259455927837494
RC3H1	-0.259175826201978
LIF	-0.258966126548837
THTPA	-0.258911174001508
LY6E	-0.258717157433044
FAM86C1P	-0.258678433441508
MICOS10	-0.258340410687229
NEAT1	-0.258127409597031
PMPCB	-0.258104941886174
SLC31A2	-0.257836480670253
RNASEH1	-0.257774494816497
C19orf73	-0.257624952489144
MPC1-DT	-0.257342032449008
KLLN	-0.257105359072763
FKBP7	-0.25706014950802
PLTP	-0.257045231884717
CCDC9B	-0.256988647362943
GNRHR2	-0.256775616258301
ZNG1B	-0.25652525454681
TOMM40P4	-0.256482163255998
CNTN3	-0.256465660807633
SUCLG2	-0.256242846680286
RMND1	-0.256120981334472
NPPC	-0.256101760108399
BCAP31	-0.255979231246535
NMU	-0.255838780309813
SNX18P3	-0.25548559696319
GALM	-0.255339575455946
REPIN1-AS1	-0.25533850137978
RPL3P4	-0.255324599350401
HOXC-AS2	-0.255097391807099
BLOC1S4	-0.255069718938759
NSD1	-0.25506722701159
GHDC	-0.254976352201875
TTYH2	-0.254951100538317
RAB35	-0.254796477284614
PPP1R12B	-0.254600123956915
LMBR1	-0.254462349530718
MRPL2	-0.254438184737249
SEPTIN11	-0.254165271765492
NUP93	-0.254047268120974
IL13RA1	-0.253806612935683
REM2	-0.25360242392378
TMEM74B	-0.253600438519836
ARPC3	-0.253492919922792
NDST3	-0.253433063998523
USP24	-0.253378893554937
CHMP3-AS1	-0.253287191946835
NAPRT	-0.253100247999885
C16orf46	-0.252956973289069
SLC37A3	-0.252850216686475
MGAT1	-0.252415472497262
ERCC6L2	-0.252380376810234
OPA1	-0.252357283390553
MRPS17	-0.252260018636516
MED17	-0.25218346370603
DNAJB9	-0.252068756617129
IQGAP2	-0.251971446926434
SH2B2	-0.251765489386968
SNAPC3	-0.251691332569736
POLR1D	-0.251471896514817
RPL4P5	-0.251339203743684
PFKFB3	-0.251306367761358
LINC00461	-0.251289220846452
ADRA1A	-0.251233031863347
TMBIM6	-0.251171867065553
POLD4	-0.251117895938556
SMAD3	-0.251080672366327
SRSF7	-0.251009101251965
PROSER1	-0.25072439661838
CD6	-0.250707990050957
WRN	-0.250427575001633
IQUB	-0.250391390792633
NOTCH3	-0.249896083271845
SNORD100	-0.249866456255039
SMG1P2	-0.249800092460654
PIK3IP1	-0.249703549527697
IREB2	-0.249666224458715
MRPL27	-0.249601971903681
HBE1	-0.249039036510824
PPT1	-0.249000260191391
QRSL1P1	-0.248958849007409
ZFP36L2	-0.248900604028674
FAM91A1	-0.248743637528571
SPRY3	-0.248692554537815
SRMS	-0.248229317788195
ZNRD2	-0.247882315855376
UBL5	-0.247245913838788
FAM86EP	-0.246823670510171
GARNL3	-0.246822546454493
ZNF131	-0.246788877549615
FAM86HP	-0.246684287004534
POFUT2	-0.246630305871991
GON7	-0.246589902669819
DDTL	-0.246580106770835
LNX1-AS1	-0.246468600186629
SNORA22B	-0.246458869834207
SKIC3	-0.246172237947409
NDUFA2	-0.246134739000056
FYCO1	-0.246022409344319
CACNB4	-0.245971748350178
FUBP1	-0.245506110410983
HOXC11	-0.24550176494625
INAFM2	-0.245483561494979
ABCA15P	-0.245444509484427
TUT7	-0.245308484187754
ANKRD37	-0.245215436103914
NOP56P1	-0.245215408748093
NDUFA8	-0.245210664657604
MYCBP	-0.245069659560103
HRH3	-0.244970456084617
RN7SKP71	-0.244965636434102
FAM43A	-0.244928159937178
FRRS1	-0.244358860808936
KCNK3	-0.244038611351369
KLF7	-0.243962303209029
KRTAP5-AS1	-0.243928921966218
MLH3	-0.243833957407084
NFX1	-0.243788914563295
IMPACT	-0.243560851807007
XPR1	-0.243470845434359
GORASP1	-0.243159066371051
UBA6-DT	-0.243117544706042
DDB1	-0.243051748394444
COL9A2	-0.242959990486801
GEMIN7	-0.24287715711163
PTHLH	-0.242502286252545
COL25A1	-0.24208645549442
SDHAF1	-0.24208562994166
CWC27	-0.241939843686727
RALGAPA1	-0.241749261872575
CCDC144CP	-0.241666220098473
ALG14	-0.241614253373928
DOCK8-AS1	-0.241235021330495
PAPOLA-DT	-0.24121247157885
MTX1P1	-0.241112734298967
LINC01980	-0.240917893304831
ZNF571	-0.240843259317543
TMEM150A	-0.240753582472127
GPC2	-0.240485572709677
SNORD46	-0.240273686081537
YWHAB	-0.24000639367593
PCDH11Y	-0.239999475866773
FBXO36	-0.2398577032417
GPBP1L1	-0.239754960771099
UBE2Q2	-0.239560210384031
GLS2	-0.239485143872486
PRORY	-0.239317705986511
SLC25A21	-0.239302529154859
STUB1	-0.239253064215523
HSD11B1L	-0.239206521153911
DDX41	-0.239155650437542
LINC01123	-0.23907712459008
ITFG1	-0.238968401405135
SNORA2B	-0.238889044023357
FZD9	-0.238467411977796
GPRASP1	-0.238451256963059
MYLK-AS1	-0.238424088516286
FCHO2	-0.23841346756515
TRIM16	-0.237965368951922
C8G	-0.237611230139775
MGLL	-0.237573393918244
RPS2P5	-0.237551751389789
JAK3	-0.237386192664537
SPTBN4	-0.237183270151175
PPP3CB-AS1	-0.237155889891392
UTP6	-0.237032795818834
PDHB	-0.236583520126739
HDAC5	-0.236217729040028
ENDOD1	-0.236013322515527
PIBF1	-0.235990684430517
PRKCE	-0.235963725048422
ZNF649	-0.235875218174695
PRMT3	-0.235606762233173
RPS6KA4	-0.235070886976141
RINL	-0.234824470816253
ELL3	-0.234489493497867
HEMK1	-0.234432216923173
NR1I3	-0.234317937144772
LIPT1	-0.234230745648117
ANKRD42-DT	-0.234199084833589
NNAT	-0.234110410855475
ANXA2R-AS1	-0.234024172473667
SPTY2D1OS	-0.233759552644071
DCTN5	-0.23369283296476
VPS50	-0.233602374341012
MDM2	-0.233465180606317
ZSCAN12	-0.233381707917127
REX1BD	-0.233276554778178
RBL2	-0.233012992834659
C17orf80	-0.232950920220793
KHDRBS2-OT1	-0.232874651950823
TMBIM4	-0.232823365698238
GPR180	-0.232767114871748
HOXC-AS3	-0.232744213411619
OR7E38P	-0.232663255825652
SGSH	-0.232641208207718
ZNF473CR	-0.232622970903562
ZBED3	-0.231735132815472
NECTIN4	-0.231473332873217
ADGRL3	-0.231381539221888
ATE1	-0.231357952678918
PCDHA4	-0.231115353242104
MME	-0.231005099928653
SLC30A7	-0.230657933361606
SBDS	-0.230533580738275
C5orf24	-0.230368289102792
CALCB	-0.230284572699521
NDUFA13	-0.230028933678967
LTV1	-0.229995200772303
SLC29A3	-0.229971624688962
SETDB1	-0.229780013428915
MTRES1	-0.229663963494829
PITHD1	-0.229432684150599
FRMD4B	-0.229415844469946
RFX5	-0.229180422173293
RGL2	-0.228975786838957
RTN4	-0.228619915115916
CTXN1	-0.228342715818932
PSMD14	-0.228149470484092
THUMPD3	-0.228135280381054
PCDHB17P	-0.227704667530022
PTPRD	-0.227395426173674
AKR7L	-0.227344246068411
TMC5	-0.226904978800327
DENR	-0.226603517960461
UBR3	-0.226514188605311
GCAT	-0.226335358863686
CALCRL-AS1	-0.226300952527066
GSTO2	-0.226205666306497
TMEM251	-0.225825745206583
BNIP3	-0.225750423388346
ESD	-0.225733386362414
AUH	-0.22561137111612
DGKD	-0.225544025808335
JMJD1C	-0.225325257217134
ZNF630	-0.225303182020544
PHYKPL	-0.225230731943131
RAB21	-0.225208300754114
SMG7	-0.224932396551777
SNORD116-19	-0.22483291311677
OSGIN1	-0.224827040857384
MIR3677HG	-0.224668197394896
CAMKV	-0.224593197250162
GAS6-AS1	-0.224406038574778
LINC02166	-0.224375433839685
BRCC3	-0.22422227780645
GALNT11	-0.224094419135782
ZNF667-AS1	-0.224003464098817
PM20D2	-0.223862429589647
ZNF596	-0.223739990974362
USP24P1	-0.223513437117188
TRAPPC6A	-0.223461542616098
FBXO46	-0.223297259095754
NUDC	-0.223293853736468
ZSCAN9	-0.22323477011655
DYNC1LI1	-0.223141184363605
ACAP1	-0.223036049120911
PRR15-DT	-0.222875722812094
RAB33B-AS1	-0.222795008343763
CSAD	-0.222609889767557
UFSP2	-0.222225604837396
MRPL18	-0.221742127515243
TRIP6	-0.221708321336241
ZMYND8	-0.221664506521321
LINC01134	-0.221661133462355
SIX4	-0.221532417101341
ANKRD10	-0.221355189562787
STMND1	-0.22133726284569
SSC4D	-0.221277558838041
MKX	-0.221187216359196
DISC1	-0.22106501284133
MCF2L	-0.220914153483738
RPUSD1	-0.220855832977208
TUBGCP4	-0.220811802392183
SHB	-0.220492592287752
RNF138	-0.220477429352868
SHD	-0.220300024450024
ALG5	-0.22021503934457
MLXIP	-0.220133623530265
UBE2E2	-0.219930298142779
ZNF875	-0.219671491327259
SYNJ2	-0.219401301788605
AGFG1	-0.219390973618324
RPAP2	-0.219353090995099
PDXK	-0.21926203244276
RIPK3	-0.219177857861628
COX14	-0.219104941201334
DEPDC1P2	-0.218901414188653
DIRAS2	-0.218896928154285
SETMAR	-0.218144057554339
SEC14L2	-0.218133367167628
RFPL1S	-0.217672744870335
GOT1	-0.217632547262753
HPS3	-0.217524230638857
SCAP	-0.217480942652625
BCDIN3D	-0.217201562105799
LGALS8	-0.217126785695316
ATL3	-0.216954271432001
HMGN3-AS1	-0.216565741979737
GPT	-0.216468341237991
VPS9D1-AS1	-0.216370008088334
THAP6	-0.216226462368207
RSF1	-0.21611862817074
ST20	-0.216091548643916
ELP3	-0.215919406636878
FAM104B	-0.215755115760732
SSTR2	-0.21556640273291
GSE1	-0.215525268574618
ARHGEF16	-0.215492150804599
SETD3	-0.215356661477876
SWSAP1	-0.21509424119603
SERPINI1	-0.21506265475389
FRMD4A	-0.21504711208262
TNNC1	-0.214874321396149
MAP1LC3A	-0.214825204120354
ORC5	-0.214818751852862
MROH6	-0.214691789964232
RAB13	-0.21460291527043
DDX55	-0.214523125201421
RAMAC	-0.214442007835132
USP4	-0.214327967981181
HEY1	-0.214144174732712
ACRV1	-0.214097314879859
PRDM13	-0.213943285221059
WNK4	-0.213672814895045
SNORA22	-0.21353432478067
TM9SF5P	-0.213300538126904
PATE2	-0.213268599331369
SIRT7	-0.213018869295738
EFCAB14	-0.212919832253071
TTLL4	-0.212718857670861
DYRK2	-0.212661355352732
LINC02453	-0.212450145288312
ST8SIA4	-0.212360431448397
TMC7	-0.212199833993848
SVIL	-0.212198007768639
SLC16A6P1	-0.212020444913004
MFN2	-0.211800356689414
STK24-AS1	-0.211775339280635
RN7SL230P	-0.211769735037556
PLEKHG3	-0.211661395142319
USP3-AS1	-0.211393859561664
BCS1L	-0.211269555740558
PMS2P5	-0.211084914754999
CPEB4	-0.210421922354898
SELENOOLP	-0.210416989559626
PCBP1-AS1	-0.210319763224775
MHENCR	-0.210281515243007
ATP6V0E1	-0.210169235999648
DRG1	-0.210055383247944
CBX2	-0.209697175193921
SLC9A5	-0.209593772246483
CRLF1	-0.209531115362101
ZBTB8B	-0.209473406365279
PCMTD1-DT	-0.209445138876358
FZD7	-0.209367814044137
AACSP1	-0.209320232255819
BTBD19	-0.209188614278567
TMEM268	-0.209041852918354
TSACC	-0.208641586454464
SLCO5A1-AS1	-0.208620755277976
NSUN4	-0.208619692880593
SCARA3	-0.208600041077177
FBXW8	-0.208549064213618
EOMES	-0.208546594639984
TMCO1-AS1	-0.208488434872801
SYF2	-0.208096451833887
GNL2	-0.207816344516231
GPR89A	-0.207687884590165
NUS1	-0.207560295757714
LINC02846	-0.207269915357519
KIF26B	-0.207252765897473
ALOXE3	-0.207215028619685
RBM33-DT	-0.207044100335739
ZNF749	-0.20696065062369
SLC16A7	-0.206947552272702
IER2	-0.206860676259047
CDC42EP2	-0.206772105760259
SMG1P5	-0.206459669704351
CCDC25	-0.206458177337627
SNORA71C	-0.206021891777423
ALDH1A1	-0.205899832262952
CSTF1	-0.205857855375092
RN7SKP203	-0.2057329252027
LINC01315	-0.205718999557554
RRBP1	-0.205556190326982
TMEM102	-0.20543001887343
PIGK	-0.205385322055595
ARHGEF12	-0.205310028181655
FTSJ3	-0.205262338367313
EEF1A1P11	-0.205203304225674
ZNF542P	-0.205017629668109
SLC17A5	-0.204843064100071
CDHR3	-0.204798232597263
ZDHHC5	-0.204789618034226
MBL1P	-0.204605983758851
CASTOR1	-0.204557220037937
TEX19	-0.204527737569997
ZNF408	-0.2044743878674
CCZ1P1	-0.204426462759356
MAGEA2B	-0.204412229935741
TRAF7	-0.204166504907772
LONRF2	-0.20402370814954
AGO3	-0.203961140356269
TEDC2-AS1	-0.203892369771506
RARS2	-0.20388257998758
PCDHAC1	-0.203833883966724
PIK3R5	-0.20374348816955
PHKA1	-0.203685567531961
RHBDL1	-0.203662515896304
SPIN3	-0.20363849425361
SEC14L5	-0.203586671305457
H1-12P	-0.203450686790382
CRABP1	-0.203330043723503
ACVR2B-AS1	-0.203314929306045
YIPF2	-0.203089395912131
SLC7A1	-0.203066759415493
CXCR4	-0.203015359791524
GOLT1B	-0.202918605714221
TAS2R3	-0.202775856763049
CDCA4P4	-0.202726707499742
LINC00938	-0.202406854429367
EMSY-DT	-0.202267870377316
C6orf141	-0.202225570367274
SPEN	-0.202178087655274
PRR22	-0.202014554320037
VASP	-0.201812101826708
SOX9-AS1	-0.201769164048032
OTULINL	-0.20164635410568
TNFRSF1A	-0.201407311637455
CELF3	-0.201271962180734
TBCC	-0.201267773601846
RPL32P3	-0.201095573118967
FSD2	-0.201017975310629
TSEN15	-0.200776669431645
KLF8	-0.200645449237078
TESC	-0.200365986475883
ZNF443	-0.200358603534362
OAT	-0.200110423367613
TFEB	-0.200109908430243
HIVEP3	-0.199890406246289
APOOL	-0.199796133635676
SOX13	-0.199774890696618
C20orf96	-0.199592819049171
JUNB	-0.199582781612712
TMEM131	-0.199543255734658
SLITRK4	-0.199463549056818
EEF1A1P9	-0.199353933570782
SRP72P2	-0.199121686578061
H2AZ1	-0.198608688064415
N6AMT1	-0.198400766783647
SLC5A5	-0.198384245445277
SNORA84	-0.198370663327552
NONOP2	-0.198329017669783
PATE1	-0.198122314199273
BDH2	-0.197999149482124
LLPH	-0.197802206937434
ZNF383	-0.19756442413216
MYDGF	-0.197370114707677
PLA2G6	-0.197247235932445
NSMF	-0.197230104837613
TNIP2	-0.19715819796296
MDM4	-0.197121759072798
PLIN4	-0.197097485008877
ARIH2	-0.19689605447381
FSCN1	-0.19671266136475
VTRNA1-3	-0.196652903692343
PDGFRA	-0.196554895633342
ECHDC3	-0.19651779387913
RAB19	-0.19638872108994
MBNL2	-0.196307086422336
NALT1	-0.196283396251942
LINC02084	-0.196213767186744
HOXC12	-0.19607563264556
PET100	-0.195996533018368
THSD4	-0.19591719418048
DMAC2L	-0.195631338435435
MLXP1	-0.195227018701091
GOLGA5	-0.195121684317075
PLCD4	-0.195064217561244
TEX10	-0.194777409578399
HEATR5B	-0.194772167764835
C1orf174	-0.194597753093542
PDE6A	-0.194596886867816
